channel,city,region,customer_name,order_date,order_id,department,product_category_gender,product_sub_category,product_sku,product_name,distance_from_warehouse,price,cost_of_sale,discount,order_quantity,sales,gross_profit,gross_profit_margin
Franchise,Woodstock Ward,South Gloucestershire,Wrangle Hill Auto Auct & Slvg,20.09.21,30913,Clothing,Men,Hoodies & Sweatshirts,MH13-L-Blue,Marco Lightweight Active Hoodie-L-Blue,35,21,369.60 ,0.00 ,44,924,554,60.0%
Small chain store,Desborough,Northamptonshire,American Fine Foods Inc,20.09.21,59585,Clothing,Men,Tanks,MT02-M-Gray,Tristan Endurance Tank-M-Gray,50,24,334.80 ,0.10 ,45,1080,745,69.0%
Small chain store,Sawston,Cambridgeshire,Penrose Place Pharmacy Inc,20.09.21,3556,Clothing,Men,Tees,MS08-XL-Blue,Strike Endurance Tee-XL-Blue,5,18,280.40 ,0.10 ,41,738,458,62.0%
Local store,Hawerby cum Beesby,Lincolnshire,"Mcmahan, Ben L",21.09.21,19361,Clothing,Men,Jackets,MJ04-XL-Blue,Kenobi Trail Jacket-XL-Blue,40,64,1431.00 ,0.10 ,43,2752,1321,48.0%
Local store,Parwich,Derbyshire,Austin Periodical Services,21.09.21,19361,Clothing,Men,Tanks,MT04,Helios Endurance Tank,175,18,143.60 ,0.10 ,21,378,234,62.0%
Franchise,Abbey Ward,Buckinghamshire,"Godfroy, William Esq",21.09.21,45571,Clothing,Women,Hoodies & Sweatshirts,WH05,Selene Yoga Hoodie,160,34,583.40 ,0.10 ,44,1496,913,61.0%
Franchise,Abbey Ward,Buckinghamshire,Fan Shop,21.09.21,45571,Clothing,Men,Jackets,MJ07-M-Yellow,Orion Two-Tone Fitted Jacket-M-Yellow,160,56,1631.80 ,0.10 ,47,2632,1000,38.0%
Franchise,St. Stephens Ward,Kent,Taos Valley Resort Assn,21.09.21,19361,Clothing,Men,Jackets,MJ07-S-Red,Orion Two-Tone Fitted Jacket-S-Red,40,62,429.70 ,0.10 ,21,1302,872,67.0%
Franchise,Lancing,West Sussex,Shamrock Food Service,21.09.21,17187,Clothing,Women,Hoodies & Sweatshirts,WH02-XL-Green,Hera Pullover Hoodie-XL-Green,25,28,30.20 ,0.10 ,4,112,82,73.0%
Supermarket,East Putney Ward,Greater London,Niagara Custombuilt Mfg Co,21.09.21,45571,Clothing,Women,Hoodies & Sweatshirts,WH02-L-Orange,Hera Pullover Hoodie-L-Orange,70,32,798.10 ,0.10 ,43,1376,578,42.0%
Supermarket,"Broxburn, Uphall and Winchburg",West Lothian,Charles S Cavadini Cic,21.09.21,22055,Clothing,Men,Hoodies & Sweatshirts,MH01-S-Gray,Chaz Kangeroo Hoodie-S-Gray,65,41,787.20 ,0.10 ,40,1640,853,52.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Shamrock Food Service,22.09.21,13984,Clothing,Men,Jackets,MJ12-XS-Orange,Proteus Fitness Jackshirt-XS-Orange,155,44,343.20 ,0.10 ,30,1320,977,74.0%
Franchise,Carbrooke,Norfolk,Eagle Newspapers,22.09.21,52320,Clothing,Women,Bras & Tanks,WB04-XS-Purple,Prima Compete Bra Top-XS-Purple,205,30,442.80 ,0.10 ,41,1230,787,64.0%
Franchise,Colnbrook with Poyle,Buckinghamshire,Lba Savings Bank,22.09.21,23648,Clothing,Men,Tanks,MT02-M-Red,Tristan Endurance Tank-M-Red,55,20,255.20 ,0.00 ,44,880,625,71.0%
Small chain store,Loundsley Green Ward,Derbyshire,Young Door Company,22.09.21,35554,Clothing,Women,Hoodies & Sweatshirts,WH03-XL-Green,Autumn Pullie-XL-Green,55,39,331.50 ,0.10 ,34,1326,995,75.0%
Small chain store,Llangeler Community,Ceredigion,Mcmahan Mcmahan & Brinkley,22.09.21,23648,Clothing,Men,Tees,MS05-L-Purple,Helios EverCool&trade; Tee-L-Purple,50,21,26.90 ,0.10 ,4,84,57,68.0%
Supermarket,Ruckinge,Kent,Unique Epoxy,22.09.21,11650,Clothing,Women,Bras & Tanks,WB05-XL-Black,Lucia Cross-Fit Bra -XL-Black,115,29,435.00 ,0.10 ,30,870,435,50.0%
Supermarket,Abbey Ward,Buckinghamshire,Accurate Engraving Co,22.09.21,55655,Clothing,Men,Shorts,MSH09,Troy Yoga Short,160,39,797.90 ,0.00 ,33,1287,489,38.0%
Supermarket,Abbey Ward,Buckinghamshire,Schwend Signs,22.09.21,11650,Clothing,Women,Hoodies & Sweatshirts,WH01-XL-Orange,Mona Pullover Hoodlie-XL-Orange,160,24,293.30 ,0.10 ,26,624,331,53.0%
Supermarket,Catterick,North Yorkshire,Practical Periphrals,22.09.21,19425,Clothing,Men,Jackets,MJ03-XS-Black,Montana Wind Jacket-XS-Black,40,54,459.00 ,0.00 ,34,1836,1377,75.0%
Local store,Sefton,Merseyside,Fhk Corp,23.09.21,51107,Clothing,Men,Shorts,MSH01-32-Black,Cobalt CoolTech&trade; Fitness Short-32-Black,40,37,852.50 ,0.00 ,36,1332,480,36.0%
Local store,Parwich,Derbyshire,Austin Periodical Services,23.09.21,39972,Clothing,Men,Tanks,MT11-S-Blue,Atlas Fitness Tank-S-Blue,175,21,362.90 ,0.00 ,36,756,393,52.0%
Franchise,Castle Ward,West Sussex,Rittenhouse Motor Co,23.09.21,21792,Clothing,Women,Hoodies & Sweatshirts,WH03-L-Purple,Autumn Pullie-L-Purple,40,35,500.50 ,0.10 ,26,910,410,45.0%
Supermarket,Warlingham,Surrey,Burlington Co Library,23.09.21,39972,Clothing,Men,Shorts,MSH12-33-Gray,Pierce Gym Short-33-Gray,50,43,647.20 ,0.00 ,35,1505,858,57.0%
Supermarket,Franche Ward,Hereford and Worcester,Cinemax Cable Pay Tv Svce,23.09.21,39972,Clothing,Women,Hoodies & Sweatshirts,WH06-XL-Purple,Daphne Full-Zip Hoodie-XL-Purple,35,29,319.60 ,0.10 ,19,551,231,42.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,"Gallagher, John J Esq",25.09.21,30720,Clothing,Men,Hoodies & Sweatshirts,MH11-S-White,Grayson Crewneck Sweatshirt -S-White,155,28,652.70 ,0.00 ,37,1036,383,37.0%
Local store,Prittlewell Ward,Essex,"Hall, Ronald A",25.09.21,30720,Clothing,Men,Tanks,MT10-XS-Yellow,Tiberius Gym Tank-XS-Yellow,45,25,236.30 ,0.10 ,27,675,439,65.0%
Franchise,Parwich,Derbyshire,Herr Foods Inc,25.09.21,30720,Clothing,Men,Pants,MP03-33-Blue,Geo Insulated Jogging Pant-33-Blue,175,53,100.70 ,0.10 ,5,265,164,62.0%
Franchise,Abbey Ward,Buckinghamshire,"Haney, Tom C Md",26.09.21,57570,Clothing,Men,Shorts,MSH07-36-Blue,Rapha  Sports Short-36-Blue,160,43,277.40 ,0.10 ,15,645,368,57.0%
Franchise,Llangeler Community,Ceredigion,"Berry, John M Esq",26.09.21,57570,Clothing,Men,Tees,MS08-M-Blue,Strike Endurance Tee-M-Blue,50,16,164.20 ,0.10 ,27,432,268,62.0%
Supermarket,Abbey Ward,Buckinghamshire,Domestic Intrntl Techlgy Ltd,26.09.21,34406,Clothing,Men,Shorts,MSH11-34-Red,Arcadio Gym Short-34-Red,160,34,266.20 ,0.00 ,29,986,720,73.0%
Local store,Wakefield North Ward,West Yorkshire,Grt Amercn Fed Svngs & Ln Assn,27.09.21,36998,Clothing,Men,Jackets,MJ11-M-Green,Typhon Performance Fleece-lined Jacket-M-Green,10,49,683.10 ,0.10 ,41,2009,1326,66.0%
Local store,Carbrooke,Norfolk,Max Video,27.09.21,16518,Clothing,Men,Shorts,MSH12-32-Gray,Pierce Gym Short-32-Gray,205,39,477.40 ,0.00 ,36,1404,927,66.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Viking Lodge,27.09.21,16518,Clothing,Men,Hoodies & Sweatshirts,MH04-XL-Yellow,Frankie  Sweatshirt-XL-Yellow,155,41,60.70 ,0.00 ,4,164,103,63.0%
Franchise,Abbey Ward,Buckinghamshire,"Johnson, Matthew E Esq",27.09.21,26657,Clothing,Men,Jackets,MJ12-XL-Orange,Proteus Fitness Jackshirt-XL-Orange,160,47,579.00 ,0.10 ,28,1316,737,56.0%
Small chain store,Central Ward,Lancashire,"Hughlett, Henry T Jr",27.09.21,36998,Clothing,Men,Tanks,MT12-M-Blue,Cassius Sparring Tank-M-Blue,80,23,770.50 ,0.10 ,50,1150,380,33.0%
Supermarket,Astley Bridge Ward,Greater Manchester,A 1 Plumbers Supply,27.09.21,36998,Clothing,Men,Pants,MP02,Viktor LumaTech&trade; Pant,75,42,84.00 ,0.00 ,8,336,252,75.0%
Local store,Weston-Super-Mare,North Somerset,Westoaks Glass,28.09.21,18374,Clothing,Men,Pants,MP11-34-Green,Aether Gym Pant -34-Green,45,38,319.20 ,0.10 ,21,798,479,60.0%
Franchise,Carbrooke,Norfolk,Chuckmaster Co,28.09.21,27300,Clothing,Men,Hoodies & Sweatshirts,MH04-XL-Green,Frankie  Sweatshirt-XL-Green,205,30,465.00 ,0.10 ,50,1500,1035,69.0%
Franchise,Filwood Ward,Bristol,Kennedy Scales Inc,28.09.21,39654,Clothing,Men,Jackets,MJ01-S-Yellow,Beaumont Summit Kit-S-Yellow,35,50,877.50 ,0.00 ,39,1950,1073,55.0%
Small chain store,Steornabhagh a Deas Ward,Western Isles,Central Hrdwr & Elec Corp,28.09.21,18592,Clothing,Men,Tees,MS11-XL-Green,Atomic Endurance Running Tee (V-neck)-XL-Green,50,17,10.50 ,0.00 ,2,34,24,69.1%
Small chain store,Franche Ward,Hereford and Worcester,Brewster Wallcoverings Co,28.09.21,8678,Clothing,Women,Bras & Tanks,WB02-L-Yellow,Erica Evercool Sports Bra-L-Yellow,35,12,197.20 ,0.00 ,31,372,175,47.0%
Supermarket,Abbey Ward,Buckinghamshire,Howland Machine Corp,28.09.21,27300,Clothing,Men,Tanks,MT10-M-Yellow,Tiberius Gym Tank-M-Yellow,160,16,237.60 ,0.00 ,27,432,194,45.0%
Supermarket,Dee Ward,Dumfries and Galloway,"Luby, Joseph K Esq",28.09.21,55968,Clothing,Men,Pants,MP09-33-Red,Livingston All-Purpose Tight-33-Red,35,47,601.60 ,0.10 ,40,1880,1278,68.0%
Franchise,Meads Ward,East Sussex,Sunderland Publishing Co,29.09.21,22980,Clothing,Men,Hoodies & Sweatshirts,MH05-XL-Red,Hollister Backyard Sweatshirt-XL-Red,110,33,132.00 ,0.10 ,10,330,198,60.0%
Franchise,Abbey Ward,Buckinghamshire,Bridger Valley General Store,29.09.21,293,Clothing,Men,Tees,MS07-S-Green,Deion Long-Sleeve EverCool&trade; Tee-S-Green,160,13,286.70 ,0.10 ,49,637,350,55.0%
Franchise,Lye and Stourbridge North Ward,West Midlands,"Hoolahan, Catherine G Esq",29.09.21,929,Clothing,Women,Bras & Tanks,WB04-XS-Purple,Prima Compete Bra Top-XS-Purple,25,27,484.40 ,0.00 ,39,1053,569,54.0%
Franchise,Whittington,Shropshire,"Duffield, Michael C",29.09.21,929,Clothing,Men,Jackets,MJ06-XS-Blue,Jupiter All-Weather Trainer -XS-Blue,25,52,698.90 ,0.00 ,21,1092,393,36.0%
Small chain store,Kirkby Stephen,Cumbria,Jackson & Heit Machine Co Inc,29.09.21,293,Clothing,Men,Pants,MP02-36-Red,Viktor LumaTech&trade; Pant-36-Red,40,48,751.70 ,0.00 ,27,1296,544,42.0%
Small chain store,Abbey Ward,Buckinghamshire,Portal Metal Products,29.09.21,6150,Clothing,Men,Hoodies & Sweatshirts,MH03-S-Black,Bruno Compete Hoodie-S-Black,160,45,1094.40 ,0.10 ,38,1710,616,36.0%
Small chain store,Hilton,Aberdeenshire,"Dale, George F Esq",29.09.21,20579,Clothing,Men,Jackets,MJ03-XL-Green,Montana Wind Jacket-XL-Green,40,61,370.90 ,0.10 ,16,976,605,62.0%
Small chain store,Maybury and Sheerwater Ward,Surrey,Reliable Yard Service,29.09.21,22980,Clothing,Men,Tees,MS04-L-Black,Gobi HeatTec&reg; Tee-L-Black,60,13,139.20 ,0.00 ,17,221,82,37.0%
Local store,New Milton,Hampshire,Twining Nemia & Steflik,30.09.21,4261,Clothing,Women,Hoodies & Sweatshirts,WH10-M-Gray,Helena Hooded Fleece-M-Gray,35,21,221.80 ,0.10 ,33,693,471,68.0%
Local store,Steornabhagh a Deas Ward,Western Isles,Ithaca Guitar Works Inc,30.09.21,18596,Clothing,Men,Jackets,MJ03-XS-Red,Montana Wind Jacket-XS-Red,50,62,1031.70 ,0.00 ,32,1984,952,48.0%
Local store,Brimpton,Berkshire,"Wilhelm, James E Jr",30.09.21,4261,Clothing,Men,Shorts,MSH02-32-Black,Apollo Running Short-32-Black,35,30,595.20 ,0.00 ,32,960,365,38.0%
Franchise,Brimpton,Berkshire,Bell Service Systems Inc,30.09.21,25476,Clothing,Men,Hoodies & Sweatshirts,MH02-S-Black,Teton Pullover Hoodie-S-Black,35,21,34.40 ,0.10 ,4,84,50,59.0%
Small chain store,Franche Ward,Hereford and Worcester,Brewster Wallcoverings Co,30.09.21,4261,Clothing,Men,Hoodies & Sweatshirts,MH10-XS-Red,Mach Street Sweatshirt -XS-Red,35,31,443.30 ,0.00 ,22,682,239,35.0%
Small chain store,Darnall Ward,"Yorkshire, South",Clifford Standifer & Mcdowell,30.09.21,4261,Clothing,Men,Jackets,MJ12-S-Orange,Proteus Fitness Jackshirt-S-Orange,85,46,684.50 ,0.00 ,48,2208,1524,69.0%
Supermarket,Abbey Ward,Buckinghamshire,"Meder, Randy F Cpa",30.09.21,25476,Clothing,Men,Tanks,MT03-M-Red,Primo Endurance Tank-M-Red,160,17,174.90 ,0.10 ,21,357,182,51.0%
Supermarket,Warlingham,Surrey,Burlington Co Library,30.09.21,18596,Clothing,Men,Tees,MS03-L-Gray,Balboa Persistence Tee-L-Gray,50,12,146.20 ,0.00 ,42,504,358,71.0%
Franchise,Abbey Ward,Buckinghamshire,Skuttle Mfg Co,01.10.21,46534,Clothing,Women,Bras & Tanks,WB01-XL-Purple,Electra Bra Top-XL-Purple,160,20,145.60 ,0.10 ,13,260,114,44.0%
Franchise,Abbey Ward,Buckinghamshire,Wa Inst For Plcy Studies,01.10.21,31266,Clothing,Women,Bras & Tanks,WB02-XS-Orange,Erica Evercool Sports Bra-XS-Orange,160,30,268.80 ,0.00 ,16,480,211,44.0%
Local store,Carbrooke,Norfolk,New York C Liquidators Inc,02.10.21,5697,Clothing,Men,Tees,MS10-M-Blue,Logan  HeatTec&reg; Tee-M-Blue,205,16,173.60 ,0.00 ,31,496,322,65.0%
Franchise,West End Ward,Greater London,"Goodspeed, Paul E Esq",02.10.21,15651,Clothing,Men,Jackets,MJ12-XL-Black,Proteus Fitness Jackshirt-XL-Black,35,58,1113.60 ,0.10 ,40,2320,1206,52.0%
Franchise,Abbey Ward,Buckinghamshire,"Sadowski, Jeffrey A",02.10.21,44000,Clothing,Men,Pants,MP02-34-Blue,Viktor LumaTech&trade; Pant-34-Blue,160,33,158.40 ,0.00 ,15,495,337,68.0%
Franchise,Abbey Ward,Buckinghamshire,Mr Bar B Q Inc,02.10.21,50849,Clothing,Men,Hoodies & Sweatshirts,MH04-L-Yellow,Frankie  Sweatshirt-L-Yellow,160,29,790.50 ,0.00 ,47,1363,573,42.0%
Franchise,Farnham,Surrey,Best Western Riverview Inn,02.10.21,15651,Clothing,Men,Shorts,MSH08-32-Green,Orestes Fitness Short-32-Green,55,36,171.40 ,0.10 ,14,504,333,66.0%
Franchise,Ryde,Isle of Wight,National Lime Association,02.10.21,44000,Clothing,Men,Tees,MS09-S-Blue,Ryker LumaTech&trade; Tee (Crew-neck)-S-Blue,40,7,71.80 ,0.10 ,19,133,61,46.0%
Franchise,Selston,Nottinghamshire,Acc Automation Inc,02.10.21,51333,Clothing,Women,Hoodies & Sweatshirts,WH10,Helena Hooded Fleece,100,44,451.00 ,0.10 ,25,1100,649,59.0%
Franchise,Darnall Ward,"Yorkshire, South",Domestic Intrntl Techlgy Ltd,02.10.21,44000,Clothing,Men,Hoodies & Sweatshirts,MH01-S-Gray,Chaz Kangeroo Hoodie-S-Gray,85,22,224.40 ,0.10 ,17,374,150,40.0%
Small chain store,Kirkby Stephen,Cumbria,Jackson & Heit Machine Co Inc,02.10.21,51333,Clothing,Men,Jackets,MJ11-XL-Black,Typhon Performance Fleece-lined Jacket-XL-Black,40,64,1017.60 ,0.10 ,30,1920,902,47.0%
Small chain store,New Milton,Hampshire,N Rockland Educl Fed Crdt Un,02.10.21,15651,Clothing,Men,Shorts,MSH04-32-Purple,Torque Power Short-32-Purple,35,45,187.20 ,0.10 ,8,360,173,48.0%
Supermarket,Abbey Ward,Buckinghamshire,General Bindery Co Inc,02.10.21,44000,Clothing,Men,Jackets,MJ11-XS-Red,Typhon Performance Fleece-lined Jacket-XS-Red,160,54,349.90 ,0.10 ,18,972,622,64.0%
Local store,Letchworth South West Ward,Hertfordshire,Active Air Systems,03.10.21,38336,Clothing,Men,Jackets,MJ03-XL-Black,Montana Wind Jacket-XL-Black,35,40,446.40 ,0.00 ,31,1240,794,64.0%
Local store,Aldborough Ward,Greater London,"Lee, Stan Dvm",03.10.21,29991,Clothing,Men,Tees,MS12-L-Black,Atomic Endurance Running Tee (Crew-Neck)-L-Black,35,16,380.50 ,0.10 ,41,656,276,42.0%
Franchise,Parwich,Derbyshire,"Rosati, Marc D Esq",03.10.21,38336,Clothing,Women,Hoodies & Sweatshirts,WH07,Phoebe Zipper Sweatshirt,175,30,163.80 ,0.10 ,14,420,256,61.0%
Franchise,Parwich,Derbyshire,Cooper Electric Supply Co,03.10.21,3655,Clothing,Men,Shorts,MSH11-32-Red,Arcadio Gym Short-32-Red,175,42,252.00 ,0.00 ,24,1008,756,75.0%
Franchise,Town Ward,Greater London,Consolidated Aluminum,03.10.21,55623,Clothing,Men,Tanks,MT01-M-Orange,Erikssen CoolTech&trade; Fitness Tank-M-Orange,55,17,367.50 ,0.10 ,47,799,432,54.0%
Small chain store,Prestatyn Community,Denbighshire,Magic Valley Irrigation Supply,03.10.21,3655,Clothing,Men,Hoodies & Sweatshirts,MH08-M-Purple,Oslo Trek Hoodie-M-Purple,55,42,61.70 ,0.00 ,3,126,64,51.0%
Local store,Selston,Nottinghamshire,"Lensbower, Gregory L Esq",04.10.21,4067,Clothing,Men,Hoodies & Sweatshirts,MH10-XL-Black,Mach Street Sweatshirt -XL-Black,100,26,257.90 ,0.00 ,16,416,158,38.0%
Franchise,Abbey Ward,Buckinghamshire,"Haney, Tom C Md",04.10.21,33444,Clothing,Women,Hoodies & Sweatshirts,WH08-XL-White,Cassia Funnel Sweatshirt-XL-White,160,33,126.70 ,0.10 ,8,264,137,52.0%
Franchise,Abbey Ward,Buckinghamshire,"Blanton, Mary R Attorney",04.10.21,50818,Clothing,Men,Shorts,MSH04-34-Yellow,Torque Power Short-34-Yellow,160,33,302.90 ,0.10 ,34,1122,819,73.0%
Franchise,Newport,Isle of Wight,Ernest E Heuer & Company Pc,04.10.21,42848,Clothing,Men,Shorts,MSH08-32-Green,Orestes Fitness Short-32-Green,80,32,560.00 ,0.00 ,50,1600,1040,65.0%
Franchise,Parwich,Derbyshire,Young Door Company,04.10.21,33444,Clothing,Men,Tanks,MT11-S-Blue,Atlas Fitness Tank-S-Blue,175,20,63.80 ,0.10 ,11,220,156,71.0%
Small chain store,Loundsley Green Ward,Derbyshire,Ramm Metals Inc,04.10.21,16709,Clothing,Men,Tees,MS08-S-Blue,Strike Endurance Tee-S-Blue,55,12,17.30 ,0.10 ,3,36,19,51.9%
Local store,Bulwell Ward,Nottinghamshire,L & L Sales Co Inc,05.10.21,8677,Clothing,Men,Jackets,MJ06,Jupiter All-Weather Trainer ,75,49,1080.00 ,0.10 ,38,1862,782,42.0%
Franchise,St. Enoder,Cornwall,Elmark Graphics Inc,05.10.21,45825,Clothing,Women,Bras & Tanks,WB05-L-Orange,Lucia Cross-Fit Bra -L-Orange,30,17,190.10 ,0.00 ,43,731,541,74.0%
Franchise,Warlingham,Surrey,"Moorhead, Bridget Klein Esq",05.10.21,9509,Clothing,Men,Hoodies & Sweatshirts,MH07-XS-Black,Hero Hoodie-XS-Black,50,25,61.30 ,0.10 ,5,125,64,51.0%
Franchise,Darnall Ward,"Yorkshire, South",Alternative Collection Svc Inc,05.10.21,42722,Clothing,Women,Bras & Tanks,WB01-XL-Purple,Electra Bra Top-XL-Purple,85,19,284.10 ,0.00 ,23,437,153,35.0%
Franchise,Parwich,Derbyshire,"Keller, Raymond C",05.10.21,9509,Clothing,Men,Tanks,MT01-XS-Orange,Erikssen CoolTech&trade; Fitness Tank-XS-Orange,175,19,395.20 ,0.00 ,32,608,213,35.0%
Franchise,Parwich,Derbyshire,Diesel Recon,05.10.21,58181,Clothing,Men,Pants,MP08-36-Blue,Zeppelin Yoga Pant-36-Blue,175,39,93.60 ,0.00 ,5,195,101,52.0%
Franchise,Parwich,Derbyshire,Lbt,05.10.21,42722,Clothing,Men,Shorts,MSH01-36-Red,Cobalt CoolTech&trade; Fitness Short-36-Red,175,37,20.70 ,0.10 ,2,74,53,72.0%
Small chain store,"Broxburn, Uphall and Winchburg",West Lothian,Quantum Consultants Inc,05.10.21,9509,Clothing,Men,Tanks,MT03-M-Yellow,Primo Endurance Tank-M-Yellow,65,16,368.60 ,0.00 ,36,576,207,36.0%
Supermarket,St. Enoder,Cornwall,Cia Inspection,05.10.21,481,Clothing,Men,Tees,MS03-XL-Gray,Balboa Persistence Tee-XL-Gray,30,12,158.40 ,0.00 ,44,528,370,70.0%
Local store,Carbrooke,Norfolk,Budget Annex,06.10.21,3232,Clothing,Men,Shorts,MSH01-34-Blue,Cobalt CoolTech&trade; Fitness Short-34-Blue,205,36,118.80 ,0.10 ,5,180,61,34.0%
Local store,Brockley Ward,Greater London,"Ciocia, James A Esq",06.10.21,33731,Clothing,Men,Tees,MS08-L-Red,Strike Endurance Tee-L-Red,30,7,31.10 ,0.10 ,12,84,53,63.0%
Franchise,Abbey Ward,Buckinghamshire,"Johnson, Matthew E Esq",06.10.21,33731,Clothing,Women,Bras & Tanks,WB03-XL-Green,Celeste Sports Bra-XL-Green,160,12,115.20 ,0.10 ,32,384,269,70.0%
Franchise,Midway Ward,Derbyshire,"Percival, Mark R Esq",06.10.21,33731,Clothing,Men,Hoodies & Sweatshirts,MH01-L-Orange,Chaz Kangeroo Hoodie-L-Orange,35,21,238.10 ,0.00 ,27,567,329,58.0%
Supermarket,Ryde,Isle of Wight,Victory Coating,06.10.21,34241,Clothing,Men,Pants,MP09-32-Blue,Livingston All-Purpose Tight-32-Blue,40,50,128.00 ,0.10 ,4,200,72,36.0%
Local store,Hawerby cum Beesby,Lincolnshire,"Mcmahan, Ben L",07.10.21,28929,Clothing,Women,Hoodies & Sweatshirts,WH10-S-Yellow,Helena Hooded Fleece-S-Yellow,40,28,497.30 ,0.10 ,37,1036,539,52.0%
Local store,East Putney Ward,Greater London,Automation Engrg & Mfg Inc,07.10.21,43010,Clothing,Men,Shorts,MSH11-36-Blue,Arcadio Gym Short-36-Blue,70,41,1049.60 ,0.00 ,40,1640,590,36.0%
Local store,Prittlewell Ward,Essex,"Hall, Ronald A",07.10.21,28929,Clothing,Women,Hoodies & Sweatshirts,WH05-XL-Orange,Selene Yoga Hoodie-XL-Orange,45,32,485.80 ,0.10 ,46,1472,986,67.0%
Franchise,Longhill Ward,"Yorkshire, East (North Humbers",Kennedy Scales Inc,07.10.21,40994,Clothing,Men,Hoodies & Sweatshirts,MH13-M-Blue,Marco Lightweight Active Hoodie-M-Blue,25,32,551.00 ,0.10 ,42,1344,793,59.0%
Supermarket,Carbrooke,Norfolk,Dilling Harris Inc,07.10.21,43010,Clothing,Men,Hoodies & Sweatshirts,MH03-L-Blue,Bruno Compete Hoodie-L-Blue,205,29,222.70 ,0.00 ,24,696,473,68.0%
Local store,Sefton,Merseyside,Fhk Corp,08.10.21,55366,Clothing,Men,Pants,MP04-34-Green,Supernova Sport Pant-34-Green,40,52,152.90 ,0.10 ,7,364,211,58.0%
Franchise,City and Hunslet Ward,West Yorkshire,Ottumwa Glass Co,08.10.21,32356,Clothing,Men,Pants,MP02-32-Gray,Viktor LumaTech&trade; Pant-32-Gray,20,43,1232.80 ,0.10 ,47,2021,788,39.0%
Small chain store,St. Stephens Ward,Kent,Mouw & Celello Pc,08.10.21,32356,Clothing,Women,Hoodies & Sweatshirts,WH05-XL-White,Selene Yoga Hoodie-XL-White,40,30,129.60 ,0.10 ,12,360,230,64.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Captain Copy,09.10.21,9473,Clothing,Women,Hoodies & Sweatshirts,WH08,Cassia Funnel Sweatshirt,155,21,410.10 ,0.00 ,31,651,241,37.0%
Franchise,Parwich,Derbyshire,Mueller Repro Blue Printg,09.10.21,58722,Clothing,Women,Hoodies & Sweatshirts,WH02-L-Blue,Hera Pullover Hoodie-L-Blue,175,22,633.60 ,0.10 ,45,990,356,36.0%
Franchise,Wollaton West Ward,Nottinghamshire,"Neeley, Gregory W Esq",09.10.21,9473,Clothing,Men,Pants,MP11-34-Blue,Aether Gym Pant -34-Blue,15,45,35.10 ,0.10 ,3,135,100,74.0%
Small chain store,Chichester,West Sussex,"Gallagher, John J Esq",09.10.21,47686,Clothing,Men,Pants,MP06-34-Green,Mithra Warmup Pant-34-Green,20,54,1321.90 ,0.10 ,48,2592,1270,49.0%
Supermarket,Abbey Ward,Buckinghamshire,General Bindery Co Inc,09.10.21,9473,Clothing,Men,Pants,MP07-32-Black,Thorpe Track Pant-32-Black,160,46,797.60 ,0.00 ,34,1564,766,49.0%
Franchise,Carbrooke,Norfolk,"Goldberg, Stephen M Esq",10.10.21,9765,Clothing,Women,Bras & Tanks,WB01-XS-Gray,Electra Bra Top-XS-Gray,205,29,256.40 ,0.00 ,26,754,498,66.0%
Franchise,Brimpton,Berkshire,Upper Deck Co,10.10.21,6500,Clothing,Women,Bras & Tanks,WB01-XS-Purple,Electra Bra Top-XS-Purple,35,24,104.40 ,0.10 ,15,360,256,71.0%
Small chain store,Abbey Ward,Buckinghamshire,Desktop Center,10.10.21,6500,Clothing,Men,Pants,MP08-32-Red,Zeppelin Yoga Pant-32-Red,160,44,492.80 ,0.10 ,20,880,387,44.0%
Small chain store,Abbey Ward,Buckinghamshire,Victory Coating,10.10.21,36390,Clothing,Women,Hoodies & Sweatshirts,WH04-XS-Purple,Miko Pullover Hoodie-XS-Purple,160,32,49.00 ,0.10 ,3,96,47,49.0%
Local store,Carbrooke,Norfolk,Owensboro Brick & Tile,11.10.21,48801,Clothing,Men,Hoodies & Sweatshirts,MH06-M-Blue,Stark Fundamental Hoodie-M-Blue,205,39,805.00 ,0.00 ,43,1677,872,52.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Association Of Art Museum Dir,11.10.21,44678,Clothing,Men,Hoodies & Sweatshirts,MH12-XL-Blue,Ajax Full-Zip Sweatshirt -XL-Blue,155,21,55.40 ,0.10 ,4,84,29,34.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Crossroads Travel Service Inc,11.10.21,44678,Clothing,Women,Bras & Tanks,WB01-L-Purple,Electra Bra Top-L-Purple,155,30,302.40 ,0.00 ,36,1080,778,72.0%
Local store,Newquay,Cornwall,"Hering, Glenn Z Esq",11.10.21,59683,Clothing,Women,Hoodies & Sweatshirts,WH04-S-Orange,Miko Pullover Hoodie-S-Orange,95,30,577.20 ,0.10 ,37,1110,533,48.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Air Tech Streamlining,12.10.21,1447,Clothing,Men,Pants,MP06-34-Orange,Mithra Warmup Pant-34-Orange,155,46,717.60 ,0.10 ,40,1840,1122,61.0%
